place_fips,place_name,full_fips,county_name,coverage_percentage
4263688,Rebersburg CDP,42027,Centre County,100
3623316,Eatons Neck CDP,36103,Suffolk County,100
5004150,Beecher Falls CDP,50009,Essex County,100
5601115,Alcova CDP,56025,Natrona County,100
5564700,Potter Lake CDP,55127,Walworth County,100
4212512,Chalkhill CDP,42051,Fayette County,100
1878290,Vallonia CDP,18071,Jackson County,100
2737656,Little Rock CDP,27007,Beltrami County,100
3941188,Lafferty CDP,39013,Belmont County,100
1561550,Papaikou CDP,15001,Hawaii County,100
7261977,Piñas comunidad,72045,Comerío Municipio,100
4818104,Cuevitas CDP,48215,Hidalgo County,100
5585425,Westboro CDP,55119,Taylor County,100
1982290,Washburn CDP,19013,Black Hawk County,100
2625580,Elm Hall CDP,26057,Gratiot County,100
0525630,Gamaliel CDP,05005,Baxter County,100
2155794,New Hope CDP,21179,Nelson County,100
2739394,Mahnomen CDP,27137,St. Louis County,100
4212973,Cheltenham Village CDP,42091,Montgomery County,100
4825348,Falcon Lake Estates CDP,48505,Zapata County,100
4200244,Ackermanville CDP,42095,Northampton County,100
4878640,Whitharral CDP,48219,Hockley County,100
3642345,Lime Lake CDP,36009,Cattaraugus County,100
4241856,Laurelton CDP,42119,Union County,100
5075850,Wallingford CDP,50021,Rutland County,100
0604730,Bear Valley CDP,06043,Mariposa County,100
2405250,Beaver Creek CDP,24043,Washington County,100
7244003,Las Ochenta comunidad,72123,Salinas Municipio,100
3921784,Derby CDP,39129,Pickaway County,100
4006900,Blue CDP,40013,Bryan County,100
0657825,Pleasure Point CDP,06087,Santa Cruz County,100
3802820,Apple Valley CDP,38015,Burleigh County,100
2044600,Marienthal CDP,20203,Wichita County,100
2838160,Kokomo CDP,28091,Marion County,100
5308640,Buena CDP,53077,Yakima County,100
3436300,Juliustown CDP,34005,Burlington County,100
4274416,Stonybrook CDP,42133,York County,100
7225835,El Paraiso comunidad,72113,Ponce Municipio,100
0471642,Sweet Water Village CDP,04021,Pinal County,100
1202900,Babson Park CDP,12105,Polk County,100
6625450,Chalan Pago CDP,66010,Guam,100
1226925,Goulding CDP,12033,Escambia County,100
4050350,Nashoba CDP,40127,Pushmataha County,100
5561800,Pence CDP,55051,Iron County,100
4525405,Finklea CDP,45051,Horry County,100
0630126,Glennville CDP,06029,Kern County,100
3625120,Fairview CDP,36119,Westchester County,100
4243720,Linwood CDP,42045,Delaware County,100
5539700,King CDP,55135,Waupaca County,100
2841960,Longview CDP,28105,Oktibbeha County,100
4124350,Falcon Heights CDP,41035,Klamath County,100
1502832,Black Sands CDP,15001,Hawaii County,100
3650067,New Cassel CDP,36059,Nassau County,100
4220664,Eagleville CDP,42027,Centre County,100
7258064,Palmarejo comunidad,72047,Corozal Municipio,100
3377300,Troy CDP,33005,Cheshire County,100
3467860,Skillman CDP,34035,Somerset County,100
6669000,Talofofo CDP,66010,Guam,100
0858675,Peyton CDP,08041,El Paso County,100
2553085,Petersham CDP,25027,Worcester County,100
3631533,Hall CDP,36069,Ontario County,100
4857494,Pinebrook CDP,48185,Grimes County,100
1975540,Stone City CDP,19105,Jones County,100
3836980,Heil CDP,38037,Grant County,100
0620032,Ducor CDP,06107,Tulare County,100
2879280,Wheeler CDP,28117,Prentiss County,100
5108708,Boswell's Corner CDP,51179,Stafford County,100
0874080,Stonegate CDP,08035,Douglas County,100
2019925,Edson CDP,20181,Sherman County,100
5139064,Huntington CDP,51059,Fairfax County,100
5574500,Sobieski CDP,55083,Oconto County,100
0684921,West Whittier-Los Nietos CDP,06037,Los Angeles County,100
3153205,Willow Island CDP,31047,Dawson County,100
0647066,Mesa Verde CDP,06065,Riverside County,100
0657666,Platina CDP,06089,Shasta County,100
1257250,Pinewood CDP,12086,Miami-Dade County,100
0654764,Pacheco CDP,06013,Contra Costa County,100
2074425,Wakarusa CDP,20177,Shawnee County,100
3154020,Yankee Hill CDP,31109,Lancaster County,100
5132592,Greenbriar CDP,51059,Fairfax County,100
1709499,Buffalo Prairie CDP,17161,Rock Island County,100
2161734,Pleasant View CDP,21235,Whitley County,100
2765927,Twin Lakes CDP,27087,Mahnomen County,100
3205275,Bennett Springs CDP,32017,Lincoln County,100
3409100,Buttzville CDP,34041,Warren County,100
3658684,Pleasant Valley CDP,36027,Dutchess County,100
4251120,Morrisdale CDP,42033,Clearfield County,100
2611555,Buena Vista CDP,26145,Saginaw County,100
3653462,North Rose CDP,36117,Wayne County,100
3657650,Phoenicia CDP,36111,Ulster County,100
4246280,McKinley CDP,42091,Montgomery County,100
5588925,Woodruff CDP,55085,Oneida County,100
0885760,Wolcott CDP,08037,Eagle County,100
0438250,Klagetoh CDP,04001,Apache County,100
0902550,Baltic CDP,09011,New London County,100
3683349,Wynantskill CDP,36083,Rensselaer County,100
3908826,Brimfield CDP,39133,Portage County,100
1254300,Palmetto Estates CDP,12086,Miami-Dade County,100
3335460,Henniker CDP,33013,Merrimack County,100
3624625,Erin CDP,36015,Chemung County,100
4124100,Fair Oaks CDP,41019,Douglas County,100
1237275,Lacoochee CDP,12101,Pasco County,100
4222352,Edenburg CDP,42011,Berks County,100
4853934,Olivarez CDP,48215,Hidalgo County,100
4854558,Pablo Pena CDP,48427,Starr County,100
3416720,Deans CDP,34023,Middlesex County,100
7215623,Cayuco comunidad,72141,Utuado Municipio,100
2248890,Marthaville CDP,22069,Natchitoches Parish,100
4044925,McCord CDP,40113,Osage County,100
5651285,Meadow Acres CDP,56025,Natrona County,100
0427260,Gila Crossing CDP,04013,Maricopa County,100
2654132,Millers Lake CDP,26087,Lapeer County,100
0645064,Madison CDP,06113,Yolo County,100
0421310,East Fork CDP,04017,Navajo County,100
3644105,MacDonnell Heights CDP,36027,Dutchess County,100
4524020,Eureka Mill CDP,45023,Chester County,100
5312735,Clayton CDP,53065,Stevens County,100
3606937,Blodgett Mills CDP,36023,Cortland County,100
0658618,Prattville CDP,06063,Plumas County,100
5151362,Metompkin CDP,51001,Accomack County,100
6681850,Wusstig CDP,66010,Guam,100
0609835,California Polytechnic State University CDP,06079,San Luis Obispo County,100
4283848,West Pittsburg CDP,42073,Lawrence County,100
1352556,Moody AFB CDP,13185,Lowndes County,100
3470984,Stockton University CDP,34001,Atlantic County,100
3634165,Hermon CDP,36089,St. Lawrence County,100
5410876,Bruno CDP,54045,Logan County,100
7246368,Loíza zona urbana,72087,Loíza Municipio,100
3481042,Whittingham CDP,34023,Middlesex County,100
5450860,Mallory CDP,54045,Logan County,100
2908294,Briarwood Estates CDP,29099,Jefferson County,100
4270128,Sheppton CDP,42107,Schuylkill County,100
5163896,Port Republic CDP,51165,Rockingham County,100
7258967,Palomas comunidad,72045,Comerío Municipio,100
2171760,Sorgho CDP,21059,Daviess County,100
4841582,Las Pilas CDP,48479,Webb County,100
7223062,Daguao comunidad,72103,Naguabo Municipio,100
2003800,Bala CDP,20161,Riley County,100
2312770,Chisholm CDP,23007,Franklin County,100
3665519,Schenevus CDP,36077,Otsego County,100
3053800,Nibbe CDP,30111,Yellowstone County,100
4275432,Sun Valley CDP,42089,Monroe County,100
0517860,Deer CDP,05101,Newton County,100
3569270,San Mateo CDP,35006,Cibola County,100
0822575,East Pleasant View CDP,08059,Jefferson County,100
0847235,McClave CDP,08011,Bent County,100
3850220,Manning CDP,38025,Dunn County,100
1748684,Meyer CDP,17001,Adams County,100
4269832,Shavertown CDP,42079,Luzerne County,100
2065550,Silverdale CDP,20035,Cowley County,100
5540450,Krakow CDP,55115,Shawano County,100
1868382,Scotland CDP,18055,Greene County,100
2906670,Blue Summit CDP,29095,Jackson County,100
3012025,Canyon Creek CDP,30049,Lewis and Clark County,100
3649924,New Baltimore CDP,36039,Greene County,100
4229808,Glenside CDP,42091,Montgomery County,100
4550020,Newtown CDP,45033,Dillon County,100
2913474,Cherokee Pass CDP,29123,Madison County,100
0655058,Pala CDP,06073,San Diego County,100
1210100,Canal Point CDP,12099,Palm Beach County,100
1274368,Viera East CDP,12009,Brevard County,100
0963165,Quasset Lake CDP,09015,Windham County,100
2670900,St. James CDP,26029,Charlevoix County,100
3701140,Altamahaw CDP,37001,Alamance County,100
0614232,Clyde CDP,06013,Contra Costa County,100
3727300,Graingers CDP,37107,Lenoir County,100
5553050,Mindoro CDP,55063,La Crosse County,100
1341484,Isle of Hope CDP,13051,Chatham County,100
2400350,Adamstown CDP,24021,Frederick County,100
4271032,Skyline View CDP,42043,Dauphin County,100
5340270,Longview Heights CDP,53015,Cowlitz County,100
2003675,Baileyville CDP,20131,Nemaha County,100
3630235,Great River CDP,36103,Suffolk County,100
4614320,Cow Creek CDP,46119,Sully County,100
3625230,Fallsburg CDP,36105,Sullivan County,100
4615256,Dakota Dunes CDP,46127,Union County,100
0975065,Taylor Corners CDP,09001,Fairfield County,100
5358742,Riverbend CDP,53033,King County,100
5414716,Chauncey CDP,54045,Logan County,100
1550375,Mauna Loa Estates CDP,15001,Hawaii County,100
4220336,Dunlo CDP,42021,Cambria County,100
4866248,Scissors CDP,48215,Hidalgo County,100
5146328,Loch Lomond CDP,51153,Prince William County,100
5502725,Arkdale CDP,55001,Adams County,100
1270525,Taft CDP,12095,Orange County,100
1380816,Waverly CDP,13039,Camden County,100
2143030,Knottsville CDP,21059,Daviess County,100
3064900,Rudyard CDP,30041,Hill County,100
4018275,Crescent Springs CDP,40083,Logan County,100
0662200,Robinson Mill CDP,06007,Butte County,100
2627320,Falmouth CDP,26113,Missaukee County,100
3070600,Square Butte CDP,30015,Chouteau County,100
2769690,West Roy Lake CDP,27087,Mahnomen County,100
4107150,Bly CDP,41035,Klamath County,100
4206960,Blanchard CDP,42027,Centre County,100
4241992,Lawrence Park CDP,42049,Erie County,100
4840522,Lake Dunlap CDP,48187,Guadalupe County,100
5029425,Graniteville CDP,50023,Washington County,100
5466748,Raleigh CDP,54081,Raleigh County,100
0675322,Strawberry CDP,06109,Tuolumne County,100
4231568,Grill CDP,42011,Berks County,100
5357030,Qui-nai-elt Village CDP,53027,Grays Harbor County,100
1914835,Coalville CDP,19187,Webster County,100
2005975,Bendena CDP,20043,Doniphan County,100
4268376,Scotland CDP,42055,Franklin County,100
4814880,Chula Vista CDP,48061,Cameron County,100
4845816,McLeod CDP,48067,Cass County,100
4203904,Bald Eagle CDP,42013,Blair County,100
2534935,Lenox CDP,25003,Berkshire County,100
4180400,Westport CDP,41007,Clatsop County,100
4712460,Central CDP,47019,Carter County,100
0678652,Three Rocks CDP,06019,Fresno County,100
5440204,Inwood CDP,54003,Berkeley County,100
0683863,Weedpatch CDP,06029,Kern County,100
2345635,Milford CDP,23019,Penobscot County,100
3974846,Stony Ridge CDP,39173,Wood County,100
5158104,Oak Grove CDP,51107,Loudoun County,100
5475796,Spelter CDP,54033,Harrison County,100
4214296,Clinton CDP,42003,Allegheny County,100
5542475,Laona CDP,55041,Forest County,100
4779500,Westpoint CDP,47099,Lawrence County,100
0944000,Lordship CDP,09001,Fairfield County,100
3904094,Bascom CDP,39147,Seneca County,100
4267104,Sadsburyville CDP,42029,Chester County,100
4600900,Allen CDP,46007,Bennett County,100
4657260,St. Onge CDP,46081,Lawrence County,100
3952780,Mount Healthy Heights CDP,39061,Hamilton County,100
0480380,Wagon Wheel CDP,04017,Navajo County,100
3418148,Dover Beaches North CDP,34029,Ocean County,100
4131115,Green Meadows CDP,41059,Umatilla County,100
5006700,Bolton Valley CDP,50007,Chittenden County,100
4239504,Kerrtown CDP,42039,Crawford County,100
4282952,West Falls CDP,42131,Wyoming County,100
3623283,East Worcester CDP,36077,Otsego County,100
2121322,Dexter CDP,21035,Calloway County,100
4070037,Steely Hollow CDP,40021,Cherokee County,100
2028200,Grantville CDP,20087,Jefferson County,100
0618674,Del Rey CDP,06019,Fresno County,100
2640160,Hurontown CDP,26061,Houghton County,100
4849080,Monte Alto CDP,48215,Hidalgo County,100
5513150,Cataract CDP,55081,Monroe County,100
3922848,Dundee CDP,39157,Tuscarawas County,100
1810036,Canaan CDP,18077,Jefferson County,100
1870524,Somerset CDP,18169,Wabash County,100
4220080,Dry Tavern CDP,42059,Greene County,100
3030704,Gildford Colony CDP,30041,Hill County,100
3102480,Aten CDP,31027,Cedar County,100
1740962,Lake Camelot CDP,17143,Peoria County,100
2818980,De Soto CDP,28023,Clarke County,100
2960824,Rayville CDP,29177,Ray County,100
4241700,Lattimer CDP,42079,Luzerne County,100
3349600,Mountain Lakes CDP,33009,Grafton County,100
5183440,Waterford CDP,51107,Loudoun County,100
3641465,Laurel CDP,36103,Suffolk County,100
4222104,East York CDP,42133,York County,100
1875104,Taylorsville CDP,18005,Bartholomew County,100
2469425,St. George Island CDP,24037,St. Mary's County,100
3479810,West Park CDP,34011,Cumberland County,100
4273312,Spring Mount CDP,42091,Montgomery County,100
0940920,Knollcrest CDP,09001,Fairfield County,100
2451945,Mercersville CDP,24043,Washington County,100
3525590,Fairacres CDP,35013,Doña Ana County,100
3835500,Harmon CDP,38059,Morton County,100
4225376,Farwell CDP,42035,Clinton County,100
2652720,Mears CDP,26127,Oceana County,100
3661016,Redwood CDP,36045,Jefferson County,100
4207208,Blue Ball CDP,42071,Lancaster County,100
2632360,Glen Arbor CDP,26089,Leelanau County,100
2447275,Little Orleans CDP,24001,Allegany County,100
1266875,Solana CDP,12015,Charlotte County,100
1729340,Gilson CDP,17095,Knox County,100
3036925,Hogeland CDP,30005,Blaine County,100
5580425,Trego CDP,55129,Washburn County,100
2442950,Jugtown CDP,24043,Washington County,100
3470800,Stewartsville CDP,34041,Warren County,100
2641040,Ironton CDP,26029,Charlevoix County,100
3652067,North Granville CDP,36115,Washington County,100
5007225,Bradford CDP,50017,Orange County,100
0950576,New Canaan CDP,09001,Fairfield County,100
0404440,Ash Fork CDP,04025,Yavapai County,100
0637918,Keeler CDP,06027,Inyo County,100
1243785,Meadow Oaks CDP,12101,Pasco County,100
3642609,Linwood CDP,36051,Livingston County,100
4222024,East Waterford CDP,42067,Juniata County,100
0658471,Potomac Park CDP,06029,Kern County,100
1936975,Homestead CDP,19095,Iowa County,100
5531375,Greenleaf CDP,55009,Brown County,100
2839000,Lamar CDP,28009,Benton County,100
4661180,Spring Valley Colony CDP,46073,Jerauld County,100
0674144,Stevinson CDP,06047,Merced County,100
1700659,Alexander CDP,17137,Morgan County,100
2214520,Chauvin CDP,22109,Terrebonne Parish,100
3428140,Greenwich CDP,34011,Cumberland County,100
3248400,Montello CDP,32007,Elko County,100
4276724,Timber Hills CDP,42075,Lebanon County,100
2948350,Millersville CDP,29031,Cape Girardeau County,100
5414812,Chelyan CDP,54039,Kanawha County,100
0971040,Southport CDP,09001,Fairfield County,100
1312960,Canoochee CDP,13107,Emanuel County,100
5520975,Dunbar CDP,55075,Marinette County,100
1222325,Fidelis CDP,12113,Santa Rosa County,100
4257680,Palmer Heights CDP,42095,Northampton County,100
0675994,Sunnyside CDP,06019,Fresno County,100
6647800,Mataguac CDP,66010,Guam,100
4844142,Los Lobos CDP,48505,Zapata County,100
1780879,West Union CDP,17023,Clark County,100
1958048,Oak Hills CDP,19057,Des Moines County,100
7238671,Jobos comunidad,72057,Guayama Municipio,100
1939180,Jacksonville CDP,19165,Shelby County,100
4270032,Shellytown CDP,42013,Blair County,100
0649600,Mountain Mesa CDP,06029,Kern County,100
2555070,Popponesset CDP,25001,Barnstable County,100
3470018,Springfield CDP,34039,Union County,100
3436960,Kingston Estates CDP,34007,Camden County,100
4145750,Mapleton CDP,41039,Lane County,100
4215464,Commodore CDP,42063,Indiana County,100
4239960,Kiskimere CDP,42005,Armstrong County,100
4274568,Stouchsburg CDP,42011,Berks County,100
5119560,Countryside CDP,51107,Loudoun County,100
3564370,Rodeo CDP,35023,Hidalgo County,100
2981088,Wortham CDP,29187,St. Francois County,100
3528530,Gamerco CDP,35031,McKinley County,100
3902848,Atwater CDP,39133,Portage County,100
0637904,Keddie CDP,06063,Plumas County,100
2931186,Hayward CDP,29155,Pemiscot County,100
5425732,Eskdale CDP,54039,Kanawha County,100
4227641,Fredericksburg CDP,42013,Blair County,100
4823062,Elias-Fela Solis CDP,48427,Starr County,100
0632324,Hartland CDP,06107,Tulare County,100
1262650,St. George Island CDP,12037,Franklin County,100
3424180,Forked River CDP,34029,Ocean County,100
4274944,Sturgeon CDP,42003,Allegheny County,100
2066800,South Mound CDP,20133,Neosho County,100
2217180,Convent CDP,22093,St. James Parish,100
2925516,Frankclay CDP,29187,St. Francois County,100
4841473,Laredo Ranchettes CDP,48479,Webb County,100
3048585,Maverick Mountain CDP,30001,Beaverhead County,100
3661236,Retsof CDP,36051,Livingston County,100
4530220,Gramling CDP,45083,Spartanburg County,100
3675726,Tuscarora CDP,36051,Livingston County,100
4834673,Homestead Meadows South CDP,48141,El Paso County,100
2646800,Leland CDP,26089,Leelanau County,100
5553200,Minocqua CDP,55085,Oneida County,100
0655506,Panorama Heights CDP,06107,Tulare County,100
1254625,Panacea CDP,12129,Wakulla County,100
4854509,Owl Ranch CDP,48249,Jim Wells County,100
2966935,Shakertowne CDP,29157,Perry County,100
3640475,Lake Delta CDP,36065,Oneida County,100
3519500,Cundiyo CDP,35049,Santa Fe County,100
0449710,Nolic CDP,04019,Pima County,100
4212768,Charlottsville CDP,42013,Blair County,100
4242704,Lenkerville CDP,42043,Dauphin County,100
4853004,Oak Island CDP,48071,Chambers County,100
5019975,East Charlotte CDP,50007,Chittenden County,100
2451425,Maugansville CDP,24043,Washington County,100
1839510,Kent CDP,18077,Jefferson County,100
4869380,Spade CDP,48279,Lamb County,100
0617274,Crockett CDP,06013,Contra Costa County,100
3048250,Marysville CDP,30049,Lewis and Clark County,100
3439883,Leisure Knoll CDP,34029,Ocean County,100
4224448,Eyers Grove CDP,42037,Columbia County,100
5484172,Wallace CDP,54033,Harrison County,100
1832494,Hatfield CDP,18147,Spencer County,100
4073600,Tiawah CDP,40131,Rogers County,100
0149072,Minor CDP,01073,Jefferson County,100
4238392,Jonestown CDP,42037,Columbia County,100
2578445,West Warren CDP,25027,Worcester County,100
3043750,Lindsay CDP,30021,Dawson County,100
7216440,Celada comunidad,72063,Gurabo Municipio,100
2467500,Rock Point CDP,24017,Charles County,100
3607069,Blue Point CDP,36103,Suffolk County,100
4755900,Ooltewah CDP,47065,Hamilton County,100
4844076,Los Barreras CDP,48427,Starr County,100
4223560,Emigsville CDP,42133,York County,100
5644252,Lakeview North CDP,56031,Platte County,100
7241466,Lamboglia comunidad,72109,Patillas Municipio,100
3023500,Edgar CDP,30009,Carbon County,100
0838910,Inverness CDP,08005,Arapahoe County,100
4864244,St. Paul CDP,48409,San Patricio County,100
2159124,Panther CDP,21059,Daviess County,100
0673654,Spring Garden CDP,06063,Plumas County,100
5331540,Hogans Corner CDP,53027,Grays Harbor County,100
0607624,Bostonia CDP,06073,San Diego County,100
2123104,Dwale CDP,21071,Floyd County,100
3582640,Veguita CDP,35053,Socorro County,100
5520167,Diaperville CDP,55003,Ashland County,100
3514670,Chical CDP,35061,Valencia County,100
0475310,Toyei CDP,04001,Apache County,100
5421964,Dorothy CDP,54081,Raleigh County,100
2345250,Mexico CDP,23017,Oxford County,100
3986072,Winesburg CDP,39075,Holmes County,100
0675122,Stones Landing CDP,06035,Lassen County,100
5475868,Sprague CDP,54081,Raleigh County,100
3610077,Brooktondale CDP,36109,Tompkins County,100
2918910,Defiance CDP,29183,St. Charles County,100
1265100,Seminole Manor CDP,12099,Palm Beach County,100
4853556,Oilton CDP,48479,Webb County,100
1323060,Dixie CDP,13027,Brooks County,100
3037710,Horizon Colony CDP,30035,Glacier County,100
0611418,Carnelian Bay CDP,06061,Placer County,100
3075905,Unionville CDP,30049,Lewis and Clark County,100
4602860,Aurora Center CDP,46003,Aurora County,100
4809598,Botines CDP,48479,Webb County,100
0684345,West Goshen CDP,06107,Tulare County,100
2417475,Clarysville CDP,24001,Allegany County,100
5346725,Monroe North CDP,53061,Snohomish County,100
0610301,Camino Tassajara CDP,06013,Contra Costa County,100
2049200,Munjor CDP,20051,Ellis County,100
3608081,Brewster Heights CDP,36079,Putnam County,100
4275728,Sweden Valley CDP,42105,Potter County,100
1238690,Lake Sarasota CDP,12115,Sarasota County,100
2541410,Millers Falls CDP,25011,Franklin County,100
3153580,Woodland Park CDP,31167,Stanton County,100
1848330,Melody Hill CDP,18163,Vanderburgh County,100
3045179,Loring Colony CDP,30071,Phillips County,100
7211925,Camuy zona urbana,72027,Camuy Municipio,100
2818500,Delta City CDP,28125,Sharkey County,100
7270448,Río Blanco comunidad,72103,Naguabo Municipio,100
0621894,Eldridge CDP,06097,Sonoma County,100
2957332,Phelps City CDP,29005,Atchison County,100
7224954,El Combate comunidad,72023,Cabo Rojo Municipio,100
0620942,East Orosi CDP,06107,Tulare County,100
3020725,Dewey CDP,30001,Beaverhead County,100
1228650,Harbor Bluffs CDP,12103,Pinellas County,100
2452525,Midlothian CDP,24001,Allegany County,100
3472580,The College of New Jersey CDP,34021,Mercer County,100
4286352,Woodside CDP,42017,Bucks County,100
4536790,Joanna CDP,45059,Laurens County,100
1707315,Boody CDP,17115,Macon County,100
4813972,Central Gardens CDP,48245,Jefferson County,100
2462575,Point of Rocks CDP,24021,Frederick County,100
5629400,Fox Park CDP,56001,Albany County,100
1234185,Island Walk CDP,12021,Collier County,100
0484140,Wittmann CDP,04013,Maricopa County,100
3918420,Connorville CDP,39081,Jefferson County,100
4228488,Gardners CDP,42001,Adams County,100
0918936,Darien Downtown CDP,09001,Fairfield County,100
4004350,Baron CDP,40001,Adair County,100
4235632,Hopeland CDP,42071,Lancaster County,100
4754640,Oak Grove CDP,47165,Sumner County,100
4050800,Nelagoney CDP,40113,Osage County,100
1258962,Pretty Bayou CDP,12005,Bay County,100
0624526,Floriston CDP,06057,Nevada County,100
2029550,Hallowell CDP,20021,Cherokee County,100
5578425,Summit Lake CDP,55067,Langlade County,100
2668720,Riverdale CDP,26057,Gratiot County,100
3439910,Leisure Village East CDP,34029,Ocean County,100
0662496,Rodriguez Camp CDP,06107,Tulare County,100
2205255,Bayou Corne CDP,22007,Assumption Parish,100
2664600,Pittsford CDP,26059,Hillsdale County,100
3424030,Fords CDP,34023,Middlesex County,100
0653140,Oak Run CDP,06089,Shasta County,100
3448450,Mountain Lake CDP,34041,Warren County,100
2636585,Hardwood Acres CDP,26019,Benzie County,100
3668946,South Edmeston CDP,36077,Otsego County,100
3979184,Valley City CDP,39103,Medina County,100
4276320,Temple CDP,42011,Berks County,100
4662716,Swift Bird CDP,46041,Dewey County,100
2754596,Riverland CDP,27087,Mahnomen County,100
3604891,Bay Park CDP,36059,Nassau County,100
2151006,Mays Lick CDP,21161,Mason County,100
4076350,Utica CDP,40013,Bryan County,100
1839096,Judyville CDP,18171,Warren County,100
3941440,Lake Milton CDP,39099,Mahoning County,100
5017050,Danville CDP,50005,Caledonia County,100
6618300,Barrigada Heights CDP,66010,Guam,100
4641398,Maverick Junction CDP,46047,Fall River County,100
1253775,Page Park CDP,12071,Lee County,100
7203927,Arroyo zona urbana,72015,Arroyo Municipio,100
0670518,Scotia CDP,06023,Humboldt County,100
0860765,Portland CDP,08091,Ouray County,100
2964244,St. Francisville CDP,29045,Clark County,100
4053301,Oak Hill-Piney CDP,40041,Delaware County,100
4241376,Langeloth CDP,42125,Washington County,100
0469130,Stanfield CDP,04021,Pinal County,100
3657815,Pike CDP,36121,Wyoming County,100
3973530,South Mount Vernon CDP,39083,Knox County,100
4233840,Hendersonville CDP,42125,Washington County,100
1808812,Buck Creek CDP,18157,Tippecanoe County,100
4146100,Marlene Village CDP,41067,Washington County,100
5575975,Springfield CDP,55127,Walworth County,100
4230136,Gordonville CDP,42071,Lancaster County,100
4267784,Sandy CDP,42033,Clearfield County,100
3634528,Highland-on-the-Lake CDP,36029,Erie County,100
1517450,Honomu CDP,15001,Hawaii County,100
3043835,Little Browning CDP,30035,Glacier County,100
3672246,Sunset Bay CDP,36013,Chautauqua County,100
5318265,Donald CDP,53077,Yakima County,100
2068750,Stuttgart CDP,20147,Phillips County,100
5320680,Edison CDP,53057,Skagit County,100
3455320,Othello CDP,34011,Cumberland County,100
3613299,Cementon CDP,36039,Greene County,100
7209250,Buena Vista comunidad,72069,Humacao Municipio,100
3629894,Grandyle Village CDP,36029,Erie County,100
4225420,Fawn Lake Forest CDP,42103,Pike County,100
5186336,Willis Wharf CDP,51131,Northampton County,100
5445292,Lashmeet CDP,54055,Mercer County,100
2477925,Tilghmanton CDP,24043,Washington County,100
5030325,Greensboro Bend CDP,50019,Orleans County,100
7247013,Los Llanos comunidad,72043,Coamo Municipio,100
2305350,Blaine CDP,23003,Aroostook County,100
4065950,Scipio CDP,40121,Pittsburg County,100
1735541,Holiday Shores CDP,17119,Madison County,100
4612340,Clark Colony CDP,46115,Spink County,100
3570460,Santa Cruz CDP,35049,Santa Fe County,100
3742000,Maury CDP,37079,Greene County,100
1207687,Boulevard Gardens CDP,12011,Broward County,100
4263416,Ranshaw CDP,42097,Northumberland County,100
5553358,Mission CDP,55053,Jackson County,100
2759116,Searles CDP,27015,Brown County,100
3227300,Gerlach CDP,32031,Washoe County,100
4231038,Greenfields CDP,42011,Berks County,100
2967124,Shawneetown CDP,29031,Cape Girardeau County,100
3081980,Wye CDP,30063,Missoula County,100
3972998,Somerville CDP,39017,Butler County,100
5077800,Websterville CDP,50023,Washington County,100
1572468,Volcano Golf Course CDP,15001,Hawaii County,100
1750452,Moro CDP,17119,Madison County,100
2561940,Siasconset CDP,25019,Nantucket County,100
2124922,Emlyn CDP,21235,Whitley County,100
4227672,Fredericktown CDP,42125,Washington County,100
5518625,Dalton CDP,55047,Green Lake County,100
2149134,McKinney CDP,21137,Lincoln County,100
5452588,Maybeury CDP,54047,McDowell County,100
5637510,Hillsdale CDP,56021,Laramie County,100
1608290,Blanchard CDP,16017,Bonner County,100
3562900,Rincon CDP,35013,Doña Ana County,100
5339930,Lofall CDP,53035,Kitsap County,100
1941430,Kingston CDP,19057,Des Moines County,100
3910156,Buford CDP,39071,Highland County,100
5147352,Low Moor CDP,51005,Alleghany County,100
2802380,Austin CDP,28143,Tunica County,100
4804174,Arroyo Colorado Estates CDP,48061,Cameron County,100
2431875,Georgetown CDP,24029,Kent County,100
3620989,Duane Lake CDP,36093,Schenectady County,100
4236712,Idaville CDP,42001,Adams County,100
2244970,Lockport Heights CDP,22057,Lafourche Parish,100
1381488,West Brow CDP,13083,Dade County,100
3554430,Organ CDP,35013,Doña Ana County,100
3651915,Northeast Ithaca CDP,36109,Tompkins County,100
3827950,Four Bears Village CDP,38053,McKenzie County,100
2465550,Reid CDP,24043,Washington County,100
1209000,Brownsville CDP,12086,Miami-Dade County,100
2551160,Onset CDP,25023,Plymouth County,100
0657134,Pine Flat CDP,06107,Tulare County,100
4741800,Leoma CDP,47099,Lawrence County,100
4826516,Forest Heights CDP,48361,Orange County,100
7278317,Santa María comunidad,72037,Ceiba Municipio,100
1511500,Hanalei CDP,15007,Kauai County,100
4222776,Elberta CDP,42013,Blair County,100
4243544,Lincoln University CDP,42029,Chester County,100
3961448,Pekin CDP,39019,Carroll County,100
4225168,Falmouth CDP,42071,Lancaster County,100
4264184,Rennerdale CDP,42003,Allegheny County,100
5315325,Cowiche CDP,53077,Yakima County,100
2255140,New Sarpy CDP,22089,St. Charles Parish,100
3048190,Martinsdale Colony CDP,30107,Wheatland County,100
4250552,Montandon CDP,42097,Northumberland County,100
4252632,Naomi CDP,42051,Fayette County,100
4853616,Oklaunion CDP,48487,Wilbarger County,100
5521525,Eagle Lake CDP,55101,Racine County,100
5409868,Brandywine CDP,54071,Pendleton County,100
3469480,South Seaville CDP,34009,Cape May County,100
4214760,Coburn CDP,42027,Centre County,100
3013375,Centerville CDP,30013,Cascade County,100
3421473,Encore at Monroe CDP,34023,Middlesex County,100
