"docname","from","to","pre","keyword","post","pattern","place_fips","state_name","place_name","meeting_type","transcript_id","transcript_year","transcript_month","transcript_day","stcounty_fips","county_name","state_fips","county_fips"
"text30005",6094,6094,"front corner property still required property thinking quite bit downtown often naturally occurring affordable housing actively work city level drive","flood","insurance rates much can past fall mark building official brenda worked community rating system round go can typically lower five","flood","2710972","Minnesota","Chaska city","PLANNING/ZONING BOARD/COMMISSION","48gFTSc58CY","2018","11","15","27019","Carver County","27","019"
"text20149",9516,9516,"five hundred twenty seven thousand forty four dollars revised amount five million seventy one thousand five hundred forty-four dollars well","flooded","exhibit exhibit attached thirty-one incorporated reference section budget amendment lottery fund parking balance notice increase 2017 lottery fund fifteen thousand","flood","0878610","Colorado","Trinidad city","MUNICIPAL COUNCIL","o2WgY5QiK64","2017","11","08","08071","Las Animas County","08","071"
"text103203",10857,10857,"open hearing public comment anyone wishes heard ordinance yes come forward john caufield gordonhurst avenue seen plan seen map new","flood","mean flood zone anyone seen map thing took wrap head around fema wrote dep mandatory 535 municipalities new jersey adopt","flood","3447500","New Jersey","Montclair township","MUNICIPAL COUNCIL","LUJTJNvd190","2023","04","25","34013","Essex County","34","013"
"text31274",2672,2672,"] plans flood acquisition plans municipalities approval plans enable hackensack apply [ 4 second ] bergen counties open space program","flood","mitigation dollars requirement program approved plan plan go [ 4 second ] next slide documents watersheds municipality falls stream gauges","flood","3428680","New Jersey","Hackensack city","MUNICIPAL COUNCIL","vPRoQ_OQB30","2018","08","21","34003","Bergen County","34","003"
"text83834",6638,6638,"said going come said guys want see [ laughter ] also put record hired back applications even came certain amount","flooded","last savings account paid know spot solidified working since even thing witnesses jack well members public want give comments hold","flood","3436000","New Jersey","Jersey City city","OTHER BOARD","CbZJQ62zpAs","2023","03","27","34017","Hudson County","34","017"
"text87424",4507,4507,"screen using city's storm water facility design applicant shell ensure construction off-site storm water drainage facilities determine necessary mitigate street","flooding","along northeast third court facilities shall installed accepted city prior issuance certificate occupancy city provide construction management services applicant shall","flood","4847988","Texas","Miami city","MUNICIPAL COUNCIL","f5GiQAxQGA0","2023","05","09","48393","Roberts County","48","393"
"text21895",5259,5259,"detailed modeling conceptual design two areas town [ 5 second ] one satinwood cedar hill timber trail area work lot","flooding","evaluate modeling give us options done solve issues solved solved maybe one douglas street area another area long long [","flood","2937000","Missouri","Jefferson City city","MUNICIPAL COUNCIL","9ylYA1uC9_o","2017","12","18","29051","Cole County","29","051"
"text37099",1714,1714,"wounded actually behalf friends glendale library library announcements make first heads tomorrow night tomorrow night october ii great crescenta valley","flood","new years stay 1934 passed around hundred hundreds announcements might great showing tomorrow night 7 o'clock come early get seat","flood","0630000","California","Glendale city","MUNICIPAL COUNCIL","PW9k339vs_M","2019","11","21","06037","Los Angeles County","06","037"
"text97332",1675,1675,"maps actually go effect get noticed lender mortgage mortgage find flood plain still highly encourage flood insurance financial protection recover","flood","required highly encouraged jamie public people come meetings appreciate now build consent agenda items one ten hold item three others","flood","4949049","Utah","Utah County","COUNTY COMMISSION","xlVLrJ82-Vs","2023","05","24","49049","Utah County","49","049"
"text36682",2429,2429,"ago [ 4 second ] . pearson . kissinger met jennifer st . john county manager went topics one topics","flood","control flood control issues [ 4 second ] opportunities might potentially explained put together letter finished reviewing current iga see","flood","0449640","Arizona","Nogales city","MUNICIPAL COUNCIL","YhIIsIl5nSE","2019","05","01","04023","Santa Cruz County","04","023"
"text61416",9194,9194,"sure think key vulnerabilities identified south gap future coastal flooding get worse sea level rise mean currently low-lying area vulnerable","flooding","rainfall events drainage difficulties acknowledged area need improvement believe addressed leaving south wall current location challenges know may faced repairing","flood","0654806","California","Pacifica city","MUNICIPAL COUNCIL","FHET1XmDe54","2021","06","09","06081","San Mateo County","06","081"
"text97735",916,916,"pictures location limits see flood zones listed b zones believe yep exception yep clarifier actually even talked possibility trying get","flood","coverage actually get flood coverage national flood insurance program provide coverage tanks even wanted belief buy designation ae actual surveys","flood","3620104","New York","Delaware town","TOWN BOARD","wcGLSX6zEy8","2013","01","16","36105","Sullivan County","36","105"
"text52174",768,768,"line much blue line indicates thursday significant potential spring flood event maybe terminology flood stage 18 feet anything 18 feet","flood","moderate flood stage 25 feet major flood stage 30 feet essentially guaranteed 100 % sort major flood something exceeding 30","flood","2743864","Minnesota","Moorhead city","MUNICIPAL COUNCIL","TZRphONY3Bo","2020","03","09","27027","Clay County","27","027"
"text22937",35,35,"smith went met chief wilcox comes part king civic center's met probably hour half accident millions questions pertaining city center","flooding","re occurring told us word dealing aftermath said pretty much know cause problem said routes drained causing continuously flood understand","flood","3923380","Ohio","East Cleveland city","MUNICIPAL COUNCIL","Qo93aKZugzk","2017","06","06","39035","Cuyahoga County","39","035"
"text62834",2898,2898,"ahead tonight's meeting since planning zoning committee meeting came across something important document submitted public comment one biggest concerns issue","flooding","added density development affect surrounding homes mentioned recently gained access environmental study submitted burton foundation ida recommended second environmental impact","flood","1728872","Illinois","Geneva city","MUNICIPAL COUNCIL","84ZFKwtGRdE","2021","02","22","17089","Kane County","17","089"
"text21750",1771,1771,"flood damage talking properties adjacent creator creek never heard one hear lot communities minnesota ton policies never claim know talk","flooding","matter know understanding risk trying girl percentages happened 50 80 years likelihood even going happen great question great can can","flood","2720222","Minnesota","Fairfax city","MUNICIPAL COUNCIL","8av2R1XtCTI","2017","09","05","27129","Renville County","27","129"
"text95328",3516,3516,"johnson effort save count middlesex county anymore urge well 466 county residents petition re-examine decision instead move forward improving emergency","flood","plans closing zoo marks end important community staple opinion quite frankly wrong decision asking middlesex county commissioners hear us reconsider","flood","3434023","New Jersey","Middlesex County","COUNTY COMMISSION","6Eg9CawdpaE","2021","10","21","34023","Middlesex County","34","023"
"text92200",8391,8391,"vacant structures flood hazard lot two three acres vacant structures three acre lot flood hazard lot fours three acres special","flood","hazard lock five special hazard three acres lot six existing house carports things flood hazard unlock seven existing house shop","flood","4646103","South Dakota","Pennington County","COUNTY BOARD","WNsMzpgIQew","2018","06","07","46103","Pennington County","46","103"
"text80732",12290,12290,"regular council meeting anticipated agenda items include 2023-24 budget transmittal mayor's presentation amendments title 13 16 respect storm water manual","flood","pain code newport way maple sunset improvements quarter concept next items go order council president expressed interest attend american planning","flood","5333805","Washington","Issaquah city","MUNICIPAL COUNCIL","VwMELv4vMTc","2022","09","06","53033","King County","53","033"
"text96575",5992,5992,"hemlock trees plugging waterways creating basically public safety issue lots life infrastructure damaged events prevent far making plan moving forward","flood","mitigation know need ability able forecast debris streams make plan go able go get another event occurs recommendation soil water","flood","3737087","North Carolina","Haywood County","COUNTY BOARD","wJdxKJeiwp4","2022","02","07","37087","Haywood County","37","087"
"text93401",11251,11251,"contains small outbuildings shed built prior 1982 special flood [ 5 second ] hazard area subject property shed located special","flood","hazard area appears requirements building permit [ 4 second ] concerns normally concern structure inside special flood [ 4 second","flood","4646103","South Dakota","Pennington County","COUNTY BOARD","NUl1PIt3o3Q","2019","02","19","46103","Pennington County","46","103"
"text43980",37,37,"start something presentation chief anything else agenda taken care right subcommittee reports infrastructure vice president colt parks rec well know","flooding","parks rec spray park back running record time guys worked hard still problem mini mini golf one pumps still bad","flood","4262416","Pennsylvania","Pottstown borough","COMMITTEE","II45qIVKRj4","2019","08","07","42091","Montgomery County","42","091"
"text87459",541,541,"happen emergency people going say listen already heard hope look look eo18 go process see area mckenzie east lake included","flood","zone evening mayor montesino council members rebecca garcia district 5 . live evening believe accountability hold casey clark accountable casey","flood","0683668","California","Watsonville city","MUNICIPAL COUNCIL","QP9UaxfPcuc","2023","01","17","06087","Santa Cruz County","06","087"
"text54463",2491,2491,"third fourth time live westwood circle sure rode around area lot rain send emails couple people sure exactly ones got","flood","last week even go around circle huge name storm five six inches rain encourage planning board council ride neighborhood see","flood","3746000","North Carolina","Nashville town","MUNICIPAL COUNCIL","P0JvuwM7om4","2020","11","18","37127","Nash County","37","127"
"text82462",1851,1851,"requirements kick trying manage bay delta know salinity issues things everything can try bring reservoir much possibly can without getting","flood","control space try know kind glide much can perfect think certainly think perspective approach trying bring year brought year reservoir","flood","0662938","California","Roseville city","CITY COMMISSION","dg1WehF7s6g","2022","07","26","06061","Placer County","06","061"
"text62271",706,706,"traffic control methods additional responsibilities stormwater department implement projects improve quality stormwater discharges indian river lagoon st jones river reduce","flooding","issues throughout city maintains 75 miles storm water pipes 2200 inlets structures 30 miles ditches completed 260 citizen request orders","flood","1271900","Florida","Titusville city","MUNICIPAL COUNCIL","rv0MEG67PUo","2021","05","25","12009","Brevard County","12","009"
"text65361",204,204,"solar powered radar enabled speed limit signs obviously brentwood bound city's major flood mitigation project remove structures floodway subject repetitive","flood","damage 12 flood-prone structures demolished floodplain restoration already underway know understa understate important efforts want alderwoman o'neal alderman wege leading","flood","2908236","Missouri","Brentwood city","BOARD OF ALDERMEN","hrZVBJA1Qwo","2021","01","19","29189","St. Louis County","29","189"
"text37863",84,84,"sorry b now meet agenda tonight first give background bring community members speed background related fema federal emergency management agency","flood","insurance study reports flood insurance rate maps also known firm's provide information national flood insurance program requirements leading flood plain","flood","0665028","California","San Bruno city","MUNICIPAL COUNCIL","d1I4FTRDol0","2019","02","26","06081","San Mateo County","06","081"
"text37204",4076,4076,"everything can left put one type processes generate steam generate syngas put electrical generating units use fuel boiler fuel make","heat","one interesting things learned 40 % electricity united states used generate used cool heat buildings able use assist us assist","heat","0630000","California","Glendale city","MUNICIPAL COUNCIL","jjUM6gdm7d0","2019","11","19","06037","Los Angeles County","06","037"
"text86663",4810,4810,"federal allocations example liheap low income home energy assistance program always dichotomy kind east coast cold weather states versus know","heat","much emergency cold can many areas terms however formulas set many years ago terms federal appropriations kind historic thing received","heat","0455000","Arizona","Phoenix city","COMMITTEE","EF0kF3QYdAU","2023","05","03","04013","Maricopa County","04","013"
"text24509",1519,1519,"robertson ems educator fire rescue want discuss little bit sheet related issues see day day basis things fire scenes high","heat","absolutely coming time year getting hotter committee humidity index getting higher people prone heat related emergencies big thing heat stuff","heat","4659020","South Dakota","Sioux Falls city","MUNICIPAL COUNCIL","EPIEydbRoKY","2017","08","02","46099","Minnehaha County","46","099"
"text72224",3463,3463,"people need take feedback going ask propose hopefully get rest council ask reconsider utilize part relook sore subject getting lot","heat","council wants order look make changes can still concerned bringing columbus avenue even second street bringing second first avenue crossover","heat","2745808","Minnesota","New Prague city","MUNICIPAL COUNCIL","Dj9xP_7R1Ps","2021","09","07","27139","Scott County","27","139"
"text14169",2302,2302,"meet marty back october yes possible quick comparison snapshot october aljaz see reduction miss trash pickups able yes perfect think","heat","map use block map showed instances it'll great questions favor say opposing opinion chair eyes director mun going take quick","heat","1724582","Illinois","Evanston city","COMMITTEE","bAF_8HaOMwU","2016","06","13","17031","Cook County","17","031"
"text95177",1269,1269,"support somewhat likely support source drinking water westminster question different statement using purified reclaimed order help ensure city water supply","drought","resistant available regardless rainfall ensure continued prosperity community business growth new residential development fairly high percentage folks either much likely","heat","2828015","Mississippi","Carroll County","MUNICIPAL COUNCIL","6ywoKR5iiFM","2021","04","26","28015","Carroll County","28","015"
"text95465",6975,6975,"told give us bill work done one always problem school us who've liaison many years know always school regulating ac","heat","think years probably way surpassed change order extra cost cost us years sure sure includes new modern thermostats control thermostats","heat","3737113","North Carolina","Macon County","COUNTY COMMISSION","LUUukHLPTLA","2021","10","12","37113","Macon County","37","113"
"text85613",4545,4545,"board opportunity talk evening presenting draft dashboard developed since last board meeting requested water authority look creating dashboard reflect triggers","drought","plan approved first cut walk dashboard know many much seem familiar concept graph graphic starting point left drought map drought","heat","3502000","New Mexico","Albuquerque city","OTHER BOARD","TtStQFCNRh0","2023","06","28","35001","Bernalillo County","35","001"
"text29924",13912,13912,"second ] buy equipment yes [ 4 second ] generous grant market margaret dunning foundation long [ 4 second ]","heat","power pretty happy classroom separates getting typical classroom set teaching classroom absolutely new ceiling tile finishes well know taking abuse","heat","2649000","Michigan","Livonia city","BOARD OF EDUCATION","i7FjQtNMvc0","2018","02","12","26163","Wayne County","26","163"
"text54320",1325,1325,"email see tell well compared towns great job great job much challenging time control group might imagine seen mayors take","heat","variety things one addressing kovat situation meetings fortunate meetings sort late game maybe high expectation certainly found situation communicating frequency","heat","3735720","North Carolina","Kill Devil Hills town","BOARD OF COMMISSIONERS","AostkwKEYw4","2020","04","22","37055","Dare County","37","055"
"text10888",221,221,"reduction grants include ladder fuels south hills near ridgeline trail ladder feels tall grass brush berries fuel can build create","heat","can get timber structure going part grant public education mostly neighborhood groups south hills also done outreaches albertsons ridge line","heat","4123850","Oregon","Eugene city","MUNICIPAL COUNCIL","Y9RmtRVaAX4","2015","06","22","41039","Lane County","41","039"
"text89577",844,844,"happen rather sexual perfect silly going use data reduce allocations us future better garcinia soon believe water games chloe middle","drought","significant conservation majors city part state happening somewhere else state get everybody 36 per second analyze threaten city panels penalize","heat","0606035","California","Lassen County","BOARD OF SUPERVISORS","PtdqeibbWuk","2016","02","01","06035","Lassen County","06","035"
"text97452",2083,2083,"coming going time verify comes going little conversation morning actually cheaper fairgrounds there'll additional cost paying power fairgrounds right electric","heat","gonna lot additional costs right starting winter months monitor oil right mean got 150 per month less mean something play","heat","4141037","Oregon","Lake County","COUNTY COMMISSION","Lqbl65emhbg","2023","05","16","41037","Lake County","41","037"
"text66510",8747,8747,"protection private private citizen sometimes work somebody whatever even though privately reflects work work people saying think great thing taking","heat","people misconstruing personal advantage secondly hear people talking political correctness know know things political correct remember chevy chase remember george","heat","3675583","New York","Tuckahoe village","VILLAGE BOARD","VWgIn7YSKGg","2021","09","13","36119","Westchester County","36","119"
"text68406",4836,4836,"staff recommendation review council second second phillips folks year intense drought year triple digit temperatures fact last saw actually severe","drought","demonstrated national weather standards know several cities restricted outright banned fireworks fourth july weekend know organizations sure easy decision make","heat","4164900","Oregon","Salem city","MUNICIPAL COUNCIL","7b3b9joNB9M","2021","07","12","41047","Marion County","41","047"
"text27974",465,465,"5 second ] project developed safe yield [ 4 second ] project basically based [ 4 second ] worst case","drought","1945 1966 [ 5 second ] believe estimated took [ 4 second ] certain amount every year drought period lake","heat","0653476","California","Ojai city","MUNICIPAL COUNCIL","eycqYHce7UU","2018","03","27","06111","Ventura County","06","111"
"text61397",5721,5721,"hydrologist report presented years ago can arguments carbon dating techniques used drawing water one three thousand years old end last","drought","2016 fourth year district logical thing reduced flows preserve aquifer monterez consistently said things fine also consistently said need continue","heat","0654806","California","Pacifica city","MUNICIPAL COUNCIL","rdWI8Vdt0P8","2021","07","28","06081","San Mateo County","06","081"
"text84807",7690,7690,"research strictly aspect seal coats one things found seal coats cure best 95 97 degrees ambient temperature cold gets 100","heat","index gets 114 flat said asphalt issues whether seal coat year notice main street done three four years ago even","heat","4875428","Texas","Victoria city","MUNICIPAL COUNCIL","GYot0_bKbP0","2023","09","08","48469","Victoria County","48","469"
"text96865",4362,4362,"bigger drivers earlier year can see graph western south dakota either moderate drought severe drought even though recent rains snow","drought","measured long period time continues persist see happens summer part important say always count average precipitation take look happens fact","heat","4646103","South Dakota","Pennington County","COUNTY BOARD","yx53qxs-_ao","2022","05","03","46103","Pennington County","46","103"
"text77057",2403,2403,"particularly helpful remedy city-wide remedying city-wide concerns example coordinating tree planting complement historic architecture make major contribution towards solving albuquerque","heat","island effect concern dave dubois new mexico state climatologist vision district 2 additionally become key element downtown forward plan now","heat","3502000","New Mexico","Albuquerque city","COMMITTEE","Gi3I0Uco_BY","2022","06","29","35001","Bernalillo County","35","001"
"text88194",5517,5517,"government entities nonprofit corporations going receiving property tax state changed reviewed rules made recent ruling previously thought tax exempt longer","heat","acids one perch lease agreement say instance core group homes come play lease purchase agreement homes tax exempt tax exempt","heat","3131055","Nebraska","Douglas County","COUNTY COMMISSION","GtOQ-3f5JL0","2012","02","14","31055","Douglas County","31","055"
"text67357",1715,1715,"seen month's time know food know used lot right repos special events sure using kitchen said bring meals wheels wanted","heat","microwaves take make sure everything [ __ ] span standard ask asked think never called return call two returned time","heat","3927706","Ohio","Forest Park city","MUNICIPAL COUNCIL","wZq-5pW0k4Y","2021","10","04","39061","Hamilton County","39","061"
"text36214",3704,3704,"either got work another job something stuck rut want stay gonna retire city want money want money working city mean","heat","code call cutting trees roads bitter end meet something call us get job done help us appreciate listening service city","heat","1838358","Indiana","Jeffersonville city","MUNICIPAL COUNCIL","bkF8Mb23dEU","2018","06","18","18019","Clark County","18","019"
"text90684",424,424,"5 second ] hottest recorded history know [ 6 second ] millions refugees particularly africa moving [ 4 second ]","drought","macon [ 5 second ] county smoking two packs day last fall indirectly climate change [ 6 second ] extreme","heat","3737113","North Carolina","Macon County","COUNTY COMMISSION","8TUL5C2oTfE","2017","07","11","37113","Macon County","37","113"
"text48581",1007,1007,"green building standards apply referred monster dwelling think connoted large large mansion type home argument types structures typically use energy","heat","cool large quite often utilize much water resources gonna look possibly bolstering standards even large types homes threshold suggested council","heat","0630000","California","Glendale city","OTHER BOARD","FIwxyyguP6g","2020","01","02","06037","Los Angeles County","06","037"
"text66298",3698,3698,"trying connect right now much entertaining feel feel taking taking away know moment carlos go ahead get started update stand","drought","know ever since last october drought stage three declared drought watch now moved drought stage one guess probably says much","heat","3502000","New Mexico","Albuquerque city","OTHER BOARD","JFzdZSIviIs","2021","04","21","35001","Bernalillo County","35","001"
"text76952",8374,8374,"blessing able elected community serve great city need people believe best interest community serious concerns mentioned tonight pray administration takes","heat","stated gets back individuals responses whether true false give information keep building stop battling vote yes councilman rivera quickly know","heat","3457000","New Jersey","Paterson city","MUNICIPAL COUNCIL","RlEARPO9EuA","2022","02","08","34031","Passaic County","34","031"
"text71021",4007,4007,"provide us fossil fuels get oil delivered home propane vgs customer businesses either showing providing services clean energy option weatherization","heat","pumps whatnot can pay credits way enact work businesses market economy say come table part solution instead banning something rather","heat","5085150","Vermont","Winooski city","BOARD OF TRUSTEES","m0h8yRFnhfA","2021","04","05","50007","Chittenden County","50","007"
"text92942",7894,7894,"unaware gonna happen sources heat building admin one boilers cassettes can also hvac system installing call variable refrigerant flow takes","heat","different areas building see father's view outside end date word bottle think going done around august entire amazing back next","heat","3333003","New Hampshire","Carroll County","COMMITTEE","OTCEYEPDf54","2019","05","03","33003","Carroll County","33","003"
"text27414",7606,7606,"bruno john muir say today heard trees cut actually killed cut killing trees deserve quote god cared trees save trees","drought","disease avalanches thousand tempest floods save trees fools actually exact quote john muir reyna burgos followed jeffrey tong evening florida","heat","0665028","California","San Bruno city","MUNICIPAL COUNCIL","uRbW_BYBpbE","2018","11","13","06081","San Mateo County","06","081"
"text27973",7753,7753,"far giving direction going maybe feedback staff one thing think helpful want make people uncomfortable obviously look things water conservation","drought","everybody room understands right right [ 7 second ] try try get objective right get ask concerned water agree right","heat","0653476","California","Ojai city","MUNICIPAL COUNCIL","i3pUnWRHCh4","2018","03","28","06111","Ventura County","06","111"
"text51702",2902,2902,"old guessing 30 40 50 years old reflective cracking expected resurfacing notice one section looked patchwork put popped probably extreme","heat","probably need come back repair dad remember months ago asked police negotiations gave 93 000 attorney charged another forty four","heat","2650720","Michigan","Manistee city","MUNICIPAL COUNCIL","9SJJpnDmNiw","2020","07","07","26101","Manistee County","26","101"
"text33903",4997,4997,"fuel tanks effectively save money fuel recycled gasoline motor oil brought second location harrisburg used oil burner bring used oil","heat","power steering fluid transmission fluid motor oil axle grease etc discharging soil contaminants nope contact scot bickley dnr site check","heat","4659020","South Dakota","Sioux Falls city","PLANNING/ZONING BOARD/COMMISSION","w_0I3MbLkEw","2018","03","04","46099","Minnehaha County","46","099"
"text59907",1275,1275,"lot heat comes position lot arrows shot way certain times took took lot us lot times appreciative time took job","heat","took taking appreciative know hands glad still around help us lot ways yes councilman boone normally comment since jack end","heat","0125240","Alabama","Fairhope city","MUNICIPAL COUNCIL","spfEwtpxlmo","2021","11","15","01003","Baldwin County","01","003"
"text79882",8359,8359,"know terry can pull ordinance recent ones see looks includes gardens talking elsie phil yes gonna say essex union county","drought","status can definitely take look going noose 12 whoever watches news 12 whole section do's don'ts recycle water early morning","heat","4833848","Texas","Highland Village city","MUNICIPAL COUNCIL","h6YuwP1TvKY","2022","09","06","48121","Denton County","48","121"
"text15059",2202,2202,"know think folks learning now best practices know many shelters implementing dryers someone comes live shelter put stuff dryer high","heat","kills bedbugs often people move place place know always something careful obviously across country uptick bed bugs general wary picking","heat","3639727","New York","Kingston city","BOARD OF HEALTH","NpmTkBCUC70","2016","06","13","36111","Ulster County","36","111"
"text29305",6011,6011,"looking use single zone eight pumps little bit bigger large capacity better handle space gymnasium dough know want mention supplemental","heat","rf system air-cooled era consider something sort copper coating application large curtain wall large window intent people sit might want","heat","2501370","Massachusetts","Amherst town","SCHOOL BOARD","jNJJyN1i_Cg","2018","10","10","25015","Hampshire County","25","015"
"text61373",2046,2046,"fair bad news now board implementing board can couple things first first adopting excuse board decide well implement stage three","drought","implement stage one drought say use reserves defer capital projects combination board know policies tools right now drought rates two","heat","0654806","California","Pacifica city","UNKNOWN","-9Yip9bZJiU","2021","09","14","06081","San Mateo County","06","081"
"text93392",512,512,"ounce number five six ground part run operation know figured living start page two painting county board commissioners declared 2017","drought","disaster pennington county three drought disaster years olympic average 2012 2016 2017 see numbers come subsequent handouts go page three","heat","4646103","South Dakota","Pennington County","COUNTY BOARD","QsyS6P3v4k4","2019","04","25","46103","Pennington County","46","103"
"text76125",488,488,"engraved vin numbers yes lot st paul minneapolis program come drive ramp etch vin number something even easier spray paint","heat","resistant paint painted pink way anybody automotive dealer basically stolen catalytic converter thieves see steal know marking know registered yet","heat","2718662","Minnesota","Elko New Market city","MUNICIPAL COUNCIL","5YTsLmzL_t4","2022","05","12","27139","Scott County","27","139"
"text73763",80,80,"cold weather beautiful weather never know gonna get around smart water use always season keep starting see news middle mega","drought","one biggest west coast ever seen state water wise community great knows take constant mindfulness looks things easing remember know","heat","0654806","California","Pacifica city","SCHOOL BOARD","ve1nlnKQi-o","2022","02","17","06081","San Mateo County","06","081"
"text19212",1162,1162,"can see visited site natural characteristics amazing 11 protected trees wonderful oak trees stream flows always seems water even middle","drought","pastoral tranquil quite lovely wanted design home captured spirit site also take modern take think know fair say purchased house","heat","0630000","California","Glendale city","OTHER BOARD","gUOAP1HbEuw","2017","01","12","06037","Los Angeles County","06","037"
"text85381",3943,3943,"said regional water system fill april 1st san francisco anticipating able meet full demand bosca agencies change status emergency declaration","drought","happen april earliest still water shortage emergency far drought status across state u.s drought monitor showing improvement every week even","heat","0654806","California","Pacifica city","UNKNOWN","V6iz2tZfwp0","2023","02","14","06081","San Mateo County","06","081"
"text27631",3883,3883,"4 second ] looks nice know lot plans plants need water can count california point maybe year next year it'll","drought","water going impacted easter plants going suffer [ 4 second ] point look forward maybe prepare drought plant [ 4","heat","0614190","California","Cloverdale city","UNKNOWN","09OOeWMzHdI","2018","03","28","06097","Sonoma County","06","097"
"text80218",2040,2040,"five percent contract next year let us give us five percent discount contract makes sense well drought right take add","drought","year 110 120 percent contract apply year 100 contract actually give us water pre-paid makes sense right word long carry","heat","4982950","Utah","West Jordan city","MUNICIPAL COUNCIL","fus_F5IzAKA","2022","05","25","49035","Salt Lake County","49","035"
"text70919",511,511,"northwest hundreds patients seen emergency rooms urgent care centers heat related illnesses drownings people desperate escape heat hundreds seeking refuge","heat","air-conditioned public spaces meanwhile wildfires already consuming parts california earlier season every single year flooding michigan last week governor michigan","heat","5010675","Vermont","Burlington city","MUNICIPAL COUNCIL","ARswZKyPgKw","2021","07","06","50007","Chittenden County","50","007"
"text80345",4929,4929,"usage buildings coming years reduce greenhouse gas emissions knowledge base among architects engineers contractors along technology equipment available level providing","heat","hot water electricity sometimes biomass easy lift normal practice technology available achieve goals far advanced five years ago rate advancement","heat","5010675","Vermont","Burlington city","MUNICIPAL COUNCIL","0rGITAgNT24","2022","09","19","50007","Chittenden County","50","007"
"text1844",2652,2652,"chairman second remember rose kind certainly chairman already said amazing response first responders scene witnessed heard story truck turning corner","heat","cracked windshield mean tells kind environment people subjected amazing job second member rose kind chairman said question relates 1162 excuse","heat","0665028","California","San Bruno city","UNKNOWN","d_1PIfw1I1U","2011","03","02","06081","San Mateo County","06","081"
"text19140",2622,2622,"appendix talks lot existing conditions anything done member studies actually done well appendix document get details whether traffic counts noise","heat","actually took [ 5 second ] measure temperature streets stuff sand appendix teach us [ 5 second ] quite bit","heat","0602112","California","Angels city","MUNICIPAL COUNCIL","QrKyF_80CCA","2017","08","01","06009","Calaveras County","06","009"
"text4550",3553,3553,"especially drought susceptible areas south dakota saw last year draining lands natural capacity hold absorb water wetland sloughs swamps aggravate","drought","conditions dry intensify flooding wet destroying lot topsoil riverbanks water quality along way lot junk science special interest science real","heat","4659020","South Dakota","Sioux Falls city","MUNICIPAL COUNCIL","z7a9yPBQX2I","2013","07","07","46099","Minnehaha County","46","099"
"text15769",3051,3052,"introduce councillors tpp five years closed negotiations governments tpp partnership finally released text controversial packed 6,000 pages binding resolutions wards","climate change","mentioned tpp empower fossil fuel corporations attack climate policies private tribunals tpp lock dirty fusil dirty fossil fuel production expediting","climate","4123850","Oregon","Eugene city","MUNICIPAL COUNCIL","R0cPcVzi4kM","2016","01","11","41039","Lane County","41","039"
"text71491",1255,1256,"california oregon new mexico taken official photographer national interagency fire center boise idaho photographs powerfully convey unique situation find today","global warming","fire seasons destructive destruction now stretched seven months longer parts country exhibit opened june 4th display july 30th renton history","climate","5357745","Washington","Renton city","MUNICIPAL COUNCIL","vMK76I40Oso","2021","06","07","53033","King County","53","033"
"text78143",7270,7271,"standard build storm sewer systems throughout united states build public roadway accommodate 10-year flood 10-year rate without getting whole debate","climate change","ten years may may devised standard everybody still builds two today build higher standard involves significantly money sure even built","climate","3956294","Ohio","North Canton city","MUNICIPAL COUNCIL","hIlsP1MmQow","2022","09","12","39151","Stark County","39","151"
"text46721",5613,5614,"right anybody else wants speak thalia come thalia cool ld speak thalia go perfect address problem climate change plastic pollution","climate change","poses one greatest threats long-term health world's population including little towns summit problem ignored decades leaders politicians average person even","climate","3471430","New Jersey","Summit city","MUNICIPAL COUNCIL","5zHCLN65i18","2019","07","23","34039","Union County","34","039"
"text14662",826,827,"usdot led effort right [ 5 second ] focus usdot [ 8 second ] put relative goals safety mobility addressing","climate change","[ 4 second ] usd elaborated [ 6 second ] nuts details related [ 5 second ] middle area looking","climate","2743000","Minnesota","Minneapolis city","COMMITTEE","1RaJK_GKato","2016","01","25","27053","Hennepin County","27","053"
"text68477",3173,3174,"high pollutants know people people adapt funds know get air filters able go work go work outside feel weaved equity","climate change","weaved together feel know address well much can michael go park think saw fabian's hand want go elephant room mentioned","climate","4159000","Oregon","Portland city","COMMITTEE","E5cn4fKFHfk","2021","10","27","41051","Multnomah County","41","051"
"text37468",5883,5884,"something , whether term art using sophisticated citizens , know think know build something something infrastructure know , came question","climate change","many listened city council meetings know habit flippant sometimes thing example gave problem taking thing climate change four choices ?","climate","0609892","California","Calistoga city","MUNICIPAL COUNCIL","m4pYa-IHVT8","2019","10","15","06055","Napa County","06","055"
"text68610",1884,1885,"add one item long-term control plan embarking process working epa basically sets goal zero think keep mind moving new reality","climate change","severity storms frequency lot volume rain happening ability get essentially zero going incrementally want see incremental reductions number overflows saw","climate","4241216","Pennsylvania","Lancaster city","COMMITTEE","1r9t9mDkI3k","2021","11","01","42071","Lancaster County","42","071"
"text85354",10886,10887,"melinda el granada advocates make talk melinda greg representing el granada advocates advocate preserve natural spaces el granada help mitigate","climate change","severe weather discussion hannah asked lot questions answered fantastically couple things wanted add might want consider letter another question hannah","climate","0654806","California","Pacifica city","MUNICIPAL COUNCIL","um4S5Lq8LpY","2023","04","12","06081","San Mateo County","06","081"
